changeset,timestamp,tags,id,version,lon,lat,name,operator,ref,public_transport,geometry,osm_type
36,1647951808,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""2.9"",""ref:IFOPT"":""de:09161:46:0:2"",""shelter"":""yes""}",653869701,10,11.41969,48.740833,Am Pulverl,,,platform,POINT (11.419690132141113 48.7408332824707),node
36,1647951808,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:46:0:1""}",653869704,10,11.419426,48.74065,Am Pulverl,,,platform,POINT (11.419425964355469 48.74065017700195),node
-20,1669478926,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""6.2"",""ref:IFOPT"":""de:09161:7541:0:10"",""route_ref"":""21"",""shelter"":""yes"",""tactile_paving"":""no""}",653869711,20,11.424125,48.744743,"Schulzentrum SW, Gustav-Adolf-Straße",,5,platform,POINT (11.424124717712402 48.74474334716797),node
-20,1669478924,"{""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""7.2"",""ref:IFOPT"":""de:09161:7541:0:12"",""route_ref"":""22"",""shelter"":""yes"",""tactile_paving"":""no""}",653869715,20,11.424054,48.745014,"Schulzentrum SW, Gustav-Adolf-Straße",,6,platform,POINT (11.424054145812988 48.74501419067383),node
-20,1669478924,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""5.6"",""ref:IFOPT"":""de:09161:7541:0:14"",""route_ref"":""52"",""shelter"":""no"",""tactile_paving"":""no""}",653869718,21,11.42398,48.745228,"Schulzentrum SW, Gustav-Adolf-Straße",,7,platform,POINT (11.423979759216309 48.7452278137207),node
-50,1648042795,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""5.6"",""ref:IFOPT"":""de:09161:7541:0:16"",""route_ref"":""15;31;60;9221;9223;9226"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}",653869720,21,11.423914,48.74549,"Schulzentrum SW, Gustav-Adolf-Straße",,8,platform,POINT (11.423913955688477 48.74549102783203),node
41,1649950285,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""lit"":""no"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""3.1"",""ref:IFOPT"":""de:09161:75:0:2"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""yes""}",653869724,15,11.420633,48.749443,Auenstraße,INVG,,platform,POINT (11.420633316040039 48.74944305419922),node
41,1649950285,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""lit"":""no"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""2.7"",""ref:IFOPT"":""de:09161:75:0:1"",""shelter"":""no""}",653869727,14,11.420635,48.749638,Auenstraße,INVG,,platform,POINT (11.420635223388672 48.749637603759766),node
116,1648142241,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""2"",""ref:IFOPT"":""de:09161:7540:0:2"",""shelter"":""no"",""tactile_paving"":""no""}",653869735,11,11.42836,48.74758,Lindberghstraße,,,platform,POINT (11.428359985351562 48.747581481933594),node
116,1648142241,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""2"",""ref:IFOPT"":""de:09161:7540:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",653869741,11,11.428229,48.74761,Lindberghstraße,,,platform,POINT (11.428229331970215 48.74760818481445),node
41,1649950285,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""3.9"",""ref:IFOPT"":""de:09161:8800:0:1"",""tactile_paving"":""yes""}",653869747,14,11.427452,48.751892,Eigenheimstraße,INVG,,platform,POINT (11.427452087402344 48.75189208984375),node
41,1649950285,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""4"",""ref:IFOPT"":""de:09161:8800:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",653869751,12,11.428552,48.75195,Eigenheimstraße,INVG,,platform,POINT (11.42855167388916 48.751949310302734),node
-89,1647994169,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:555:0:1"",""shelter"":""no""}",653928342,13,11.411971,48.74385,Oberringstraße,,,platform,POINT (11.411971092224121 48.74385070800781),node
-89,1647994169,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.08"",""platform:width"":""2.0"",""ref:IFOPT"":""de:09161:555:0:2"",""shelter"":""no""}",653928343,13,11.41215,48.743847,Oberringstraße,,,platform,POINT (11.412150382995605 48.74384689331055),node
-20,1669478941,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""lit"":""yes"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09161:652:0:3"",""shelter"":""no"",""tactile_paving"":""no""}",653928344,16,11.413047,48.740925,Schrobenhausener Straße,,,platform,POINT (11.413046836853027 48.74092483520508),node
-20,1669478905,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""lit"":""no"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:652:0:4"",""shelter"":""no"",""tactile_paving"":""no""}",653928345,16,11.413401,48.740902,Schrobenhausener Straße,,,platform,POINT (11.413400650024414 48.740901947021484),node
-98,1641481532,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""platform"",""network"":""VGI"",""platform:width"":""3.2"",""ref:IFOPT"":""de:09161:8026:0:2"",""shelter"":""no"",""source"":""HiRes aerial imagery"",""tactile_paving"":""yes""}",653928346,16,11.419658,48.76176,Taschenturm,INVG,,platform,POINT (11.419657707214355 48.76176071166992),node
71,1648717380,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""network"":""VGI"",""platform:width"":""4.9"",""ref:IFOPT"":""de:09161:7980:0:1"",""shelter"":""yes"",""source"":""HiRes aerial imagery"",""tactile_paving"":""yes""}",653928347,17,11.42238,48.76023,Christoph-Scheiner-Gymnasium,INVG,,platform,POINT (11.422380447387695 48.760231018066406),node
71,1648717380,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""network"":""VGI"",""platform:width"":""6.7"",""ref:IFOPT"":""de:09161:7980:0:2"",""shelter"":""yes"",""source"":""HiRes aerial imagery""}",653928348,17,11.422661,48.760155,Christoph-Scheiner-Gymnasium,INVG,,platform,POINT (11.422660827636719 48.760154724121094),node
41,1649950285,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09161:8799:0:1"",""shelter"":""yes""}",653928349,12,11.429881,48.754414,Haunwöhrer Straße,INVG,,platform,POINT (11.42988109588623 48.75441360473633),node
41,1649950285,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""3.7"",""ref:IFOPT"":""de:09161:8799:0:2"",""shelter"":""no""}",653928350,14,11.429695,48.754288,Haunwöhrer Straße,INVG,,platform,POINT (11.429695129394531 48.75428771972656),node
-86,1648038602,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.10"",""platform:width"":""1.4"",""ref:IFOPT"":""de:09161:7537:0:2"",""shelter"":""no""}",660430417,12,11.447035,48.78656,Röntgenstraße,,,platform,POINT (11.44703483581543 48.78656005859375),node
-86,1648038602,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.13"",""platform:width"":""1.5"",""ref:IFOPT"":""de:09161:7537:0:1"",""shelter"":""no""}",660430418,12,11.4471445,48.78676,Röntgenstraße,,,platform,POINT (11.447144508361816 48.78675842285156),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",660430420,11,11.4434,48.788948,Friedhof Oberhaunstadt,,,platform,POINT (11.443400382995605 48.78894805908203),node
-91,1645004627,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""platform:width"":""6.7"",""ref:IFOPT"":""de:09161:7623:0:1"",""shelter"":""yes"",""tactile_paving"":""yes""}",683260284,11,11.414051,48.775444,St. Pius / Kroppstraße,,,platform,POINT (11.414051055908203 48.77544403076172),node
-66,1644265201,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""highway"":""platform"",""lit"":""yes"",""old_name"":""Altwasserweg / Lebenshilfe"",""shelter"":""no"",""source"":""HiRes aerial imagery"",""tactile_paving"":""yes""}",726080321,17,11.476491,48.75305,Altwasserweg,,,platform,POINT (11.47649097442627 48.7530517578125),node
97,1648483268,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""network"":""VGI"",""platform:width"":""6.2"",""ref:IFOPT"":""de:09161:8789:0:99"",""shelter"":""yes""}",726101373,12,11.47716,48.749836,Kälberschüttstraße,VGI,,platform,POINT (11.477160453796387 48.74983596801758),node
-90,1648544545,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:720:0:2"",""shelter"":""yes""}",741609942,12,11.435167,48.7792,Theodor-Heuss-Brücke,,,platform,POINT (11.43516731262207 48.77920150756836),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",745463200,10,11.438308,48.769657,Friedrich-Ebert-Straße,,,platform,POINT (11.438307762145996 48.769657135009766),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",745463215,10,11.438478,48.770016,Friedrich-Ebert-Straße,,,platform,POINT (11.438478469848633 48.770015716552734),node
-52,1648037558,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""lit"":""yes"",""platform:width"":""6.9"",""ref:IFOPT"":""de:09161:1625:0:99"",""shelter"":""yes""}",745463226,13,11.439938,48.759163,Saturn-Arena,,,platform,POINT (11.439937591552734 48.75916290283203),node
-52,1648037558,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""6.2"",""ref:IFOPT"":""de:09161:1625:0:98"",""shelter"":""yes"",""tactile_paving"":""yes""}",745463231,13,11.438767,48.758476,Saturn-Arena,,,platform,POINT (11.438767433166504 48.75847625732422),node
117,1648134497,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:259:0:99"",""shelter"":""no""}",746491431,10,11.454563,48.779175,Grundnerstraße,,,platform,POINT (11.45456314086914 48.7791748046875),node
28,1645004783,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""platform:width"":""5.1"",""ref:IFOPT"":""de:09161:526:0:2"",""shelter"":""no"",""tactile_paving"":""yes""}",746491435,11,11.412934,48.775177,St. Pius / Mozartstraße,,,platform,POINT (11.412934303283691 48.775177001953125),node
97,1648035171,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.13"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:8034:0:2"",""shelter"":""no""}",746491439,10,11.451039,48.777863,Peringerstraße,,,platform,POINT (11.45103931427002 48.777862548828125),node
95,1668594756,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""2.20"",""ref:IFOPT"":""de:09161:8049:0:1"",""shelter"":""yes""}",746491445,11,11.42077,48.774925,Lannerstraße,INVG,,platform,POINT (11.420769691467285 48.774925231933594),node
112,1641479867,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""platform:width"":""4.3"",""ref:IFOPT"":""de:09161:308:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",746491448,9,11.443822,48.767296,Heysestraße,,,platform,POINT (11.443821907043457 48.767295837402344),node
112,1641479867,"{""bus"":""yes"",""highway"":""platform"",""platform:width"":""4.7"",""ref:IFOPT"":""de:09161:308:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",746491455,10,11.444077,48.767193,Heysestraße,,,platform,POINT (11.444076538085938 48.76719284057617),node
-80,1648472337,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""4.2"",""ref:IFOPT"":""de:09161:232:0:1"",""shelter"":""yes"",""tactile_paving"":""yes""}",746491458,8,11.449215,48.767998,Ganghoferstraße,,,platform,POINT (11.449214935302734 48.76799774169922),node
-86,1648472707,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:7439:0:1"",""shelter"":""yes""}",746491461,9,11.447344,48.771976,Geibelstraße,,,platform,POINT (11.447343826293945 48.771976470947266),node
118,1659702685,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""lit"":""no"",""platform:width"":""2.1"",""ref:IFOPT"":""de:09161:7624:0:1"",""shelter"":""yes"",""tactile_paving"":""no""}",746491462,15,11.452776,48.772038,Kurt-Huber-Straße,,,platform,POINT (11.452775955200195 48.772037506103516),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",746491466,9,11.453605,48.768604,Regensburger Straße,,,platform,POINT (11.453604698181152 48.76860427856445),node
-90,1648544545,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""5.1"",""ref:IFOPT"":""de:09161:720:0:1"",""shelter"":""no""}",746491472,12,11.435367,48.77952,Theodor-Heuss-Brücke,,,platform,POINT (11.4353666305542 48.779518127441406),node
118,1659702429,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""no"",""platform:width"":""1.9"",""ref:IFOPT"":""de:09161:7624:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",746491478,12,11.452196,48.77166,Kurt-Huber-Straße,,,platform,POINT (11.45219612121582 48.77165985107422),node
43,1648545119,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:7630:0:2"",""shelter"":""no""}",746491481,10,11.440387,48.778908,Theodor-Heuss-Straße,,,platform,POINT (11.440386772155762 48.778907775878906),node
-86,1648472707,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""ref:IFOPT"":""de:09161:7439:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",746491483,13,11.447416,48.772125,Geibelstraße,,,platform,POINT (11.447416305541992 48.772125244140625),node
41,1649950285,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""shelter"":""yes""}",746491486,17,11.425921,48.775314,Stadtwerke / Continental,INVG,,platform,POINT (11.425921440124512 48.77531433105469),node
-104,1648130739,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""4"",""ref:IFOPT"":""de:09161:8824:0:1"",""shelter"":""no""}",746491489,10,11.444798,48.77838,Feldschlößl,,,platform,POINT (11.444798469543457 48.77838134765625),node
118,1659703207,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""lit"":""no"",""platform:width"":""1.9"",""ref:IFOPT"":""de:09161:7624:0:4"",""shelter"":""yes"",""tactile_paving"":""no""}",746491499,16,11.454119,48.772278,Kurt-Huber-Straße/Goethestraße,,,platform,POINT (11.454118728637695 48.77227783203125),node
-104,1648130739,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.2"",""ref:IFOPT"":""de:09161:8824:0:2"",""shelter"":""no""}",746491502,10,11.444727,48.77812,Feldschlößl,,,platform,POINT (11.444726943969727 48.77811813354492),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform""}",746491507,9,11.453521,48.768734,Regensburger Straße,,,platform,POINT (11.453520774841309 48.768733978271484),node
41,1649950285,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""shelter"":""yes""}",746491509,15,11.424513,48.77516,Stadtwerke / Continental,INVG,,platform,POINT (11.42451286315918 48.77516174316406),node
-80,1648472337,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""3.2"",""ref:IFOPT"":""de:09161:232:0:2"",""shelter"":""no"",""tactile_paving"":""yes""}",746491511,9,11.449277,48.76785,Ganghoferstraße,,,platform,POINT (11.4492769241333 48.76784896850586),node
41,1649950285,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.08"",""network"":""Verkehrsverbund Gro\u00DFraum Ingolstadt"",""network:guid"":""DE-BY-VGI"",""network:short"":""VGI"",""network:wikidata"":""Q99937594"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:8047:0:1"",""shelter"":""no""}",746491512,13,11.420092,48.77529,Hindemithstraße,INVG,,platform,POINT (11.42009162902832 48.775291442871094),node
-59,1648039842,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""lit"":""yes"",""platform:width"":""4.1"",""ref:IFOPT"":""de:09161:643:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",746837573,11,11.464795,48.769073,Schellingstraße,,,platform,POINT (11.464795112609863 48.769073486328125),node
94,1648477663,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""4.3"",""ref:IFOPT"":""de:09161:266:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",746837576,7,11.485224,48.77295,Hackerstraße,,,platform,POINT (11.485223770141602 48.77294921875),node
15,1648041466,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:473:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",746837583,10,11.480812,48.772392,"Mailing, Schule",,,platform,POINT (11.480812072753906 48.77239227294922),node
59,1648134774,"{""bus"":""yes"",""highway"":""platform"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:45:0:2"",""shelter"":""no""}",746837593,7,11.491802,48.76873,Am Neubruch,,,platform,POINT (11.491802215576172 48.76873016357422),node
34,1648542183,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""platform:width"":""3.9"",""ref:IFOPT"":""de:09161:505:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",746837598,7,11.471728,48.769825,Marienplatz,,,platform,POINT (11.471728324890137 48.76982498168945),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""yes""}",746837602,9,11.440372,48.772152,Pestalozzistraße,,,platform,POINT (11.440372467041016 48.772151947021484),node
-31,1648476584,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""3.2"",""ref:IFOPT"":""de:09161:262:0:99"",""shelter"":""yes""}",746837607,12,11.456634,48.77162,Gutenbergstraße,,,platform,POINT (11.456633567810059 48.77162170410156),node
59,1648134774,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""3.1"",""ref:IFOPT"":""de:09161:45:0:1"",""shelter"":""no""}",746837612,7,11.489461,48.768806,Am Neubruch,,,platform,POINT (11.489460945129395 48.76880645751953),node
-59,1648039842,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""lit"":""yes"",""platform:width"":""5.8"",""ref:IFOPT"":""de:09161:643:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",746837617,10,11.463484,48.76909,Schellingstraße,,,platform,POINT (11.463483810424805 48.76908874511719),node
3,1648483467,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:1608:0:99"",""shelter"":""no"",""tactile_paving"":""yes""}",746837622,7,11.491707,48.774403,Käthe-Kruse-Straße,,,platform,POINT (11.491706848144531 48.7744026184082),node
37,1648043767,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""platform:width"":""3"",""ref:IFOPT"":""de:09161:671:0:2"",""shelter"":""no"",""tactile_paving"":""yes""}",746837626,7,11.476816,48.77099,Seidelbaststraße,,,platform,POINT (11.476816177368164 48.77098846435547),node
94,1648477663,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""platform:width"":""2.9"",""ref:IFOPT"":""de:09161:266:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",746837637,7,11.48417,48.77296,Hackerstraße,,,platform,POINT (11.484169960021973 48.7729606628418),node
122,1648032353,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.16"",""platform:width"":""1.4"",""ref:IFOPT"":""de:09161:527:0:99"",""shelter"":""no""}",746837645,10,11.490986,48.765835,Müllverwertungsanlage (MVA),,,platform,POINT (11.490985870361328 48.76583480834961),node
118,1659702379,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""highway"":""platform"",""lit"":""no"",""shelter"":""no"",""tactile_paving"":""no""}",746837647,13,11.439918,48.771774,Pestalozzistraße,,,platform,POINT (11.43991756439209 48.77177429199219),node
37,1648043767,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:671:0:1"",""shelter"":""yes""}",746837650,8,11.477143,48.77114,Seidelbaststraße,,,platform,POINT (11.477143287658691 48.771141052246094),node
-30,1648133872,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""platform:width"":""7.1"",""ref:IFOPT"":""de:09161:8795:0:1"",""shelter"":""yes"",""tactile_paving"":""yes""}",759695943,9,11.451065,48.786343,Georgstraße,,,platform,POINT (11.451065063476562 48.78634262084961),node
10,1661783412,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",759695983,11,11.449091,48.785458,Deschinger Straße,,,platform,POINT (11.449090957641602 48.785457611083984),node
-30,1648133872,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""platform:width"":""1.9"",""ref:IFOPT"":""de:09161:8795:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",759696002,9,11.450844,48.78609,Georgstraße,,,platform,POINT (11.450843811035156 48.78609085083008),node
12,1648076691,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.14"",""platform:width"":""1.5"",""ref:IFOPT"":""de:09161:672:0:2"",""shelter"":""no"",""source"":""HiRes aerial imagery""}",759696014,10,11.454943,48.787243,Semmerseeweg,,,platform,POINT (11.45494270324707 48.7872428894043),node
87,1648111783,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.08"",""platform:width"":""2.7"",""ref:IFOPT"":""de:09161:8025:0:1"",""shelter"":""no"",""source"":""HiRes aerial imagery""}",759696030,11,11.442083,48.793957,Dorfplatz,,,platform,POINT (11.442083358764648 48.7939567565918),node
93,1614434941,"{""bus"":""yes"",""highway"":""bus_stop"",""network"":""VGI"",""shelter"":""no""}",765938172,5,11.447075,48.769768,Schulbus,INVG,,platform,POINT (11.447074890136719 48.76976776123047),node
57,1648036038,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""platform:width"":""2.4"",""ref:IFOPT"":""de:09161:7994:0:2"",""shelter"":""no"",""tactile_paving"":""yes""}",766009228,9,11.476434,48.733612,Plunder,,,platform,POINT (11.476433753967285 48.733612060546875),node
45,1641826400,"{""bus"":""yes"",""highway"":""platform"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:465:0:1"",""shelter"":""no""}",766009230,13,11.442079,48.760647,Stargarder Straße,,,platform,POINT (11.442078590393066 48.76064682006836),node
67,1648034245,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""2.3"",""ref:IFOPT"":""de:09161:7990:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",766009231,10,11.443127,48.746334,Paul-Wegmann-Halle,,,platform,POINT (11.443126678466797 48.746334075927734),node
12,1648111258,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.14"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:7627:0:2"",""shelter"":""no""}",766009240,10,11.473028,48.741547,Bunsenstraße,,,platform,POINT (11.473028182983398 48.741546630859375),node
